,vac_name,salary_min,salary_max,currency,href,host
1079,Senior Bi&DWH developer,4000.0,,USD,https://hh.ru/vacancy/55584180?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1080,Head of Bi&DWH (удаленно),4000.0,,USD,https://hh.ru/vacancy/55301419?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1081,Data Analyst,,80000.0,руб.,https://hh.ru/vacancy/67532256?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1082,Ведущий программист АСУТП,70000.0,,руб.,https://hh.ru/vacancy/47485104?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1083,Системный аналитик,50000.0,,руб.,https://hh.ru/vacancy/66622108?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1084,Руководитель BI,400000.0,500000.0,руб.,https://hh.ru/vacancy/67552159?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1085,Программист Delphi,90000.0,,руб.,https://hh.ru/vacancy/67461224?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1086,Ведущий программист (С++),100000.0,,руб.,https://hh.ru/vacancy/66636745?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1087,Инженер/инженер 2 категории,65000.0,,руб.,https://hh.ru/vacancy/67413082?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1088,Системный администратор Linux/DevOPS (проект / удаленно),80000.0,180000.0,руб.,https://hh.ru/vacancy/67574646?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1089,Коммерческий специалист службы сервиса,55000.0,90000.0,руб.,https://hh.ru/vacancy/53195672?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1090,Бизнес-аналитик,100000.0,200000.0,руб.,https://hh.ru/vacancy/67572147?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1091,Middle/Senior исследователь/разработчик веб-приложений,150000.0,250000.0,руб.,https://hh.ru/vacancy/49210160?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1092,Разработчик банковского ПО,100000.0,,руб.,https://hh.ru/vacancy/43425529?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1093,Senior Data Engineer,4500.0,6000.0,USD,https://hh.ru/vacancy/67080508?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1094,Senior QA Engineer (Automation),3500.0,4500.0,EUR,https://hh.ru/vacancy/67513153?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1095,Frontend-разработчик,80000.0,,руб.,https://hh.ru/vacancy/54026500?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1096,Linux Backend Developer,4000.0,5700.0,EUR,https://hh.ru/vacancy/67381872?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1097,Разработчик встраиваемых систем,150000.0,200000.0,руб.,https://hh.ru/vacancy/48478396?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1098,Инженер-программист микроконтроллеров,100000.0,150000.0,руб.,https://hh.ru/vacancy/49784077?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1099,DevOps Engineer,60000.0,,руб.,https://hh.ru/vacancy/67392520?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1100,Инженер по внедрению программного обеспечения,50000.0,,руб.,https://hh.ru/vacancy/67447936?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1101,Программист-стажер 1С (Москва),35000.0,,руб.,https://hh.ru/vacancy/67500825?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1102,Cтарший научный сотрудник лаборатории сопровождения программного обеспечения,180000.0,,руб.,https://hh.ru/vacancy/67051071?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1103,Инженер-электроник,100000.0,,руб.,https://hh.ru/vacancy/66675152?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1104,PHP-разработчик (Middle),150000.0,,руб.,https://hh.ru/vacancy/54798540?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1105,Middle-разработчик,160000.0,200000.0,руб.,https://hh.ru/vacancy/67466876?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1106,ГИС специалист (Специалист группы анализа и камеральной обработки),45000.0,60000.0,руб.,https://hh.ru/vacancy/66757964?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1107,Data Engineer,160000.0,,руб.,https://hh.ru/vacancy/66695631?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1108,Тьютор/Наставник - Преподаватель в школу программирования,40000.0,75000.0,руб.,https://hh.ru/vacancy/67577015?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1109,Тестировщик (специалист по локализации уроков),30000.0,30000.0,руб.,https://hh.ru/vacancy/67459765?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1110,Стажер IT,30000.0,30000.0,руб.,https://hh.ru/vacancy/67459766?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1111,Тестировщик (специалист по локализации уроков),30000.0,30000.0,руб.,https://hh.ru/vacancy/67459767?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1112,Тестировщик (специалист по локализации уроков),30000.0,30000.0,руб.,https://hh.ru/vacancy/67459768?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1113,Тестировщик (специалист по локализации уроков),30000.0,30000.0,руб.,https://hh.ru/vacancy/67459769?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1114,Технический специалист по адаптации уроков,30000.0,30000.0,руб.,https://hh.ru/vacancy/67459770?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1115,Тестировщик (специалист по локализации уроков),30000.0,30000.0,руб.,https://hh.ru/vacancy/67459771?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1116,Тестировщик (специалист по локализации уроков),30000.0,30000.0,руб.,https://hh.ru/vacancy/67459772?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1117,Тестировщик (специалист по локализации уроков),30000.0,30000.0,руб.,https://hh.ru/vacancy/67459773?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1118,Программист в Банк,100000.0,,руб.,https://hh.ru/vacancy/53978012?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1119,Ассистент аналитика,,60000.0,руб.,https://hh.ru/vacancy/66531903?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1120,Инженер по тестированию / QA инженер,100000.0,120000.0,руб.,https://hh.ru/vacancy/67473627?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1121,Junior Go Developer,70000.0,100000.0,руб.,https://hh.ru/vacancy/67379413?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1122,Data Engineer (ETL),160000.0,250000.0,руб.,https://hh.ru/vacancy/67450569?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1123,BI analyst,175000.0,250000.0,руб.,https://hh.ru/vacancy/66831242?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1124,Инженер-робототехник,80000.0,150000.0,руб.,https://hh.ru/vacancy/66999332?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1125,Специалист администрирования систем управления сетью,61500.0,66600.0,руб.,https://hh.ru/vacancy/66530460?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1126,Аналитик,40000.0,,руб.,https://hh.ru/vacancy/67467802?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1127,Senior Full-Stack JavaScript Developer,,5500.0,USD,https://hh.ru/vacancy/53097243?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1128,Senior/Middle Java Developer,220000.0,400000.0,руб.,https://hh.ru/vacancy/67536144?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1129,Разработчик 1С junior,80000.0,,руб.,https://hh.ru/vacancy/55475254?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1130,Техник в IT отдел,180000.0,,KZT,https://hh.ru/vacancy/67503409?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1131,Tech lead Backend,120000.0,170000.0,руб.,https://hh.ru/vacancy/53265517?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1132,DevOps Engineer (Senior/Lead),1500.0,5000.0,USD,https://hh.ru/vacancy/67536461?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1133,DevOps Engineer (Senior/Lead),1500.0,5000.0,USD,https://hh.ru/vacancy/67536462?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1134,DevOps engineer,150000.0,200000.0,руб.,https://hh.ru/vacancy/67457083?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1135,Программист (начинающий специалист),35000.0,,руб.,https://hh.ru/vacancy/66615196?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1136,Системный администратор,35000.0,40000.0,руб.,https://hh.ru/vacancy/66591006?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1137,Системный администратор,2500.0,,бел. руб.,https://hh.ru/vacancy/67529553?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1138,Software Engineer (Full-stack),4500.0,,EUR,https://hh.ru/vacancy/67510963?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1139,Go Developer,150000.0,200000.0,руб.,https://hh.ru/vacancy/54734344?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1140,Senior Rust Developer (Blockchain) с релокацией в ЕС,5000.0,10000.0,USD,https://hh.ru/vacancy/66930379?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1141,Инженер по системному и платформенному ПО Сервисного Центра,130000.0,180000.0,руб.,https://hh.ru/vacancy/67102839?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1142,Программист-разработчик,35000.0,48000.0,руб.,https://hh.ru/vacancy/67366657?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1143,"VP of Engineering / Deputy CTO (Remote, to Canada/USA)",8000.0,15000.0,USD,https://hh.ru/vacancy/67475423?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1144,Эксперт по администрированию и автоматизации приложений мониторинга,90000.0,,руб.,https://hh.ru/vacancy/54310356?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1145,Младший системный администратор,70000.0,110000.0,руб.,https://hh.ru/vacancy/67509938?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1146,Junior Analyst / Младший аналитик (автоматизация процессов),50000.0,80000.0,руб.,https://hh.ru/vacancy/66816206?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1147,DevOps,300000.0,,руб.,https://hh.ru/vacancy/66200747?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1148,Backend разработчик,65000.0,,руб.,https://hh.ru/vacancy/55342579?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1149,QA Engineer / Тестировщик ПО,40000.0,,руб.,https://hh.ru/vacancy/67543988?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1150,Senior QA engineer (auto),180000.0,,руб.,https://hh.ru/vacancy/67256178?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1151,С++ разработчик,190000.0,235000.0,руб.,https://hh.ru/vacancy/55048217?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1152,QA Engineer (API Gateways),170000.0,,руб.,https://hh.ru/vacancy/67463832?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1153,Руководитель отдела маркетинга,100000.0,,руб.,https://hh.ru/vacancy/67463446?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1154,Middle/Senior Backend Developer,200000.0,,руб.,https://hh.ru/vacancy/55871043?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1155,"QA Automation Engineer (Remote, to Canada/USA)",4000.0,8000.0,USD,https://hh.ru/vacancy/67475194?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1156,Программист БД (ОРИС),150000.0,,руб.,https://hh.ru/vacancy/50465450?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1157,"Backend программист, Rust",200000.0,,руб.,https://hh.ru/vacancy/67497232?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1158,QA инженер,50000.0,140000.0,руб.,https://hh.ru/vacancy/66521084?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1159,"Разработчик C++ (видео-инфраструктура, backend)",170000.0,,руб.,https://hh.ru/vacancy/67412657?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1160,Программист-тестировщик (отдел автотестирования),46000.0,92000.0,руб.,https://hh.ru/vacancy/66768690?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1161,Программист-тестировщик (отдел автотестирования),46000.0,92000.0,руб.,https://hh.ru/vacancy/66768708?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1162,Программист-тестировщик (отдел автотестирования),46000.0,92000.0,руб.,https://hh.ru/vacancy/66768726?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1163,Программист-тестировщик (отдел автотестирования),46000.0,92000.0,руб.,https://hh.ru/vacancy/66768745?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1164,Учитель информатики,85000.0,100000.0,руб.,https://hh.ru/vacancy/67429816?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1165,Менеджер по работе с блогерами,,40000.0,руб.,https://hh.ru/vacancy/67511278?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1166,"Ведущий системный администратор, Remote (Exchange, Windows)",150000.0,,руб.,https://hh.ru/vacancy/55597847?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1167,Системный администратор Linux,150000.0,,руб.,https://hh.ru/vacancy/67305237?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1168,Системный администратор UNIX,110000.0,,руб.,https://hh.ru/vacancy/67488539?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1169,Аналитик данных (Exсel),150000.0,,руб.,https://hh.ru/vacancy/67301116?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1170,Middle QA Engineer в «Госуслуги.Культуру»,,140000.0,руб.,https://hh.ru/vacancy/66670268?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1171,Системный администратор Linux,120000.0,140000.0,руб.,https://hh.ru/vacancy/67391368?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1172,Middle/Senior Machine Learning Engineer,200000.0,,руб.,https://hh.ru/vacancy/55869448?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1173,Devops инженер,280000.0,,руб.,https://hh.ru/vacancy/67534365?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1174,Системный администратор / DevOps,,3000.0,USD,https://hh.ru/vacancy/67551038?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1175,Senior DevOps Engineer,4000.0,,USD,https://hh.ru/vacancy/66795270?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1176,Системный архитектор,400000.0,,руб.,https://hh.ru/vacancy/67582929?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1177,Архитектор данных/аналитик данных,,300000.0,руб.,https://hh.ru/vacancy/67413568?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1178,Инженер-технолог в микроэлектронике 3 категории,25000.0,45000.0,руб.,https://hh.ru/vacancy/67527702?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1179,Инженер-технолог монолитных интегральных микросхем,25000.0,,руб.,https://hh.ru/vacancy/67527659?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1180,Инженер (разработчик клиент-серверных приложений - frontend),37700.0,110000.0,руб.,https://hh.ru/vacancy/67337935?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1181,Back end developer / Full stack developer / IT administrator С# (Remote),2000.0,2500.0,USD,https://hh.ru/vacancy/67547289?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1182,Back end developer / Full stack developer / IT administrator C# (удаленно),2000.0,2500.0,USD,https://hh.ru/vacancy/67547290?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1183,Back end developer / Full stack developer / IT administrator С# (Remote),2000.0,2500.0,USD,https://hh.ru/vacancy/67547291?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1184,Разработчик 1C middle,120000.0,,руб.,https://hh.ru/vacancy/55475286?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1185,DevOps инженер (API Gateways),210000.0,,руб.,https://hh.ru/vacancy/67512887?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1186,Frontend-разработчик,200000.0,250000.0,руб.,https://hh.ru/vacancy/67382480?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1187,"Инженер-программист АСУ ТП (ведущий, 1, 2 категории)",,170000.0,руб.,https://hh.ru/vacancy/67403903?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1188,Специалист по мониторингу и реагированию на инциденты информационной безопасности,,75900.0,руб.,https://hh.ru/vacancy/55440633?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1189,Системный администратор,,75000.0,руб.,https://hh.ru/vacancy/55262046?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1190,Пресейл-инженер/Инженер технического сопровождения продаж,150000.0,,руб.,https://hh.ru/vacancy/55302894?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1191,BIM координатор/BIM мастер,150000.0,,руб.,https://hh.ru/vacancy/66086388?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1192,Программист-разработчик,120000.0,,руб.,https://hh.ru/vacancy/46086867?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1193,Специалист по IT,50000.0,,руб.,https://hh.ru/vacancy/67520398?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1194,DevOps инженер,200000.0,,руб.,https://hh.ru/vacancy/67473404?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1195,DevOps инженер,200000.0,,руб.,https://hh.ru/vacancy/67450814?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1196,TeamLead в DevOps команду,100000.0,140000.0,руб.,https://hh.ru/vacancy/54985369?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1197,Back-end разработчик,100000.0,200000.0,руб.,https://hh.ru/vacancy/54512257?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1198,Начальник сектора сопровождения систем инженерных расчетов (CAE),110000.0,,руб.,https://hh.ru/vacancy/55257229?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1199,DevOps engineer,3500.0,,USD,https://hh.ru/vacancy/55087266?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1200,Upwork Менеджер по развитию бизнеса / продажам (удаленно),20000.0,150000.0,руб.,https://hh.ru/vacancy/67497687?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1201,Senior Java/Kotlin разработчик,4500.0,,USD,https://hh.ru/vacancy/66513749?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1202,Ведущий инженер (разработчик клиент-серверных приложений - backend),48300.0,120000.0,руб.,https://hh.ru/vacancy/67337807?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1203,Помощник / Ассистент маркетолога,30000.0,70000.0,руб.,https://hh.ru/vacancy/67578239?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1204,Инженер (системный администратор ПО вычислительных систем и ЦОД),37700.0,120000.0,руб.,https://hh.ru/vacancy/67337432?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1205,Разработчик DWH,180000.0,270000.0,руб.,https://hh.ru/vacancy/67333672?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1206,ИТ-специалист,80000.0,100000.0,руб.,https://hh.ru/vacancy/67507326?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1207,DevOps Engineer,250000.0,300000.0,руб.,https://hh.ru/vacancy/67036217?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1208,Ментор по PHP,20000.0,40000.0,руб.,https://hh.ru/vacancy/67486600?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1209,System Administrator (Databases),3500.0,4500.0,EUR,https://hh.ru/vacancy/66762721?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1210,Системный администратор,40000.0,60000.0,руб.,https://hh.ru/vacancy/67463679?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1211,Ведущий инженер-программист (разработка приложений под Linux),130000.0,,руб.,https://hh.ru/vacancy/41770767?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1212,Специалист технической поддержки информационных систем (ОСПОИС),50000.0,60000.0,руб.,https://hh.ru/vacancy/50465517?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1213,IOS developer,200000.0,,руб.,https://hh.ru/vacancy/48164759?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1214,Системный администратор (удаленно),40000.0,40000.0,руб.,https://hh.ru/vacancy/67135252?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1215,Системный администратор Linux,90000.0,,руб.,https://hh.ru/vacancy/55089169?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1216,Frontend developer (react),200000.0,300000.0,руб.,https://hh.ru/vacancy/67541098?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1217,Инженер 2 категории (системный администратор ЦОД),42900.0,110000.0,руб.,https://hh.ru/vacancy/67341517?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1218,Руководитель проекта (мобильная разработка),110000.0,140000.0,руб.,https://hh.ru/vacancy/67421491?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1219,Специалист по защите информации,70000.0,,руб.,https://hh.ru/vacancy/67440497?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1220,Инженер-электроник,120000.0,150000.0,руб.,https://hh.ru/vacancy/67393599?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1221,Инженер-программист (разработка клиент-серверных приложений),37700.0,110000.0,руб.,https://hh.ru/vacancy/67335102?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1222,Ведущий программист,100000.0,120000.0,руб.,https://hh.ru/vacancy/51323222?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1223,Ассистент Департамента анализа данных и машинного обучения,75130.0,,руб.,https://hh.ru/vacancy/53994324?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1224,Инженер сети / сетевой администратор,35000.0,,руб.,https://hh.ru/vacancy/67468103?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1225,Специалист по автоматизированному тестированию / QA Automation Engineer,180000.0,,руб.,https://hh.ru/vacancy/54856534?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1226,С++ developer/разработчик C++,100000.0,160000.0,руб.,https://hh.ru/vacancy/55195921?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1227,Middle/Senior Flutter разработчик,500000.0,,KZT,https://hh.ru/vacancy/67377516?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1228,Team lead/Руководитель группы разработки,250000.0,,руб.,https://hh.ru/vacancy/67004238?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1229,Ведущий специалист по сопровождению информационных систем (ОСПОИС),70000.0,80000.0,руб.,https://hh.ru/vacancy/50465534?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1230,Инженер 2 категории (разработчик встраиваемого ПО),42900.0,70000.0,руб.,https://hh.ru/vacancy/67340084?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1231,Senior Software Developer (upwork / иностранный заказчик),3000.0,16000.0,USD,https://hh.ru/vacancy/66941828?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1232,Менеджер по продукту / Product Owner,150000.0,200000.0,руб.,https://hh.ru/vacancy/67514669?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1233,Программист C#,,120000.0,руб.,https://hh.ru/vacancy/66765947?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1234,Data Scientist (Computer Vision) - Middle,120000.0,180000.0,руб.,https://hh.ru/vacancy/67314918?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1235,"Системный администратор (AstraLinux, информационная безопасность)",100000.0,,руб.,https://hh.ru/vacancy/55161002?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1236,Ведущий инженер по наладке и испытаниям (электропривод и автоматизация систем охлаждения),45000.0,45000.0,руб.,https://hh.ru/vacancy/52159391?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1237,Программист (удаленно),20000.0,300000.0,руб.,https://hh.ru/vacancy/67449669?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1238,Эксперт по качеству конвергентной сети медиасервисов,120000.0,144000.0,руб.,https://hh.ru/vacancy/67504373?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1239,Программист,50000.0,,руб.,https://hh.ru/vacancy/53980857?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
1240,Ведущий аналитик планирования,100000.0,150000.0,руб.,https://hh.ru/vacancy/66768973?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
